,post_id,post_text,comments_text
23,180012575102104,"🔴 Livestream 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME | Ngày 2 (5/11/2023)

#onbongro #VBA #VPRIME3x3 #VTVcab","['Congratulations\nMCAF Solver Tech Centrale👏👏👏👏', 'Good luck Team TNT GIGA 🇵🇭', 'Keyes để tên lạ dẫy :))', 'Let go Hoop Dreams', 'chất lượng stream tệ thật']"
24,640478121630567,"VPrime 3x3 - DAY 2 🏆🏀🎵

Tăng tốc cho ngày thi đấu cuối cùng

#VBA #GENfest",['There’s a livestream na po?']
25,640206781657701,"Day 1 - 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑
#VBA #GENfest",['Thanhh Thảo sáng']
26,640144904997222,"STANDING - DAY 1 🏆🏀🎧

#VBA #GENfest

ĐỨNG ĐỨNG - NGÀY 1 🏆🏀🎧

#VBA #GENfest",[]
27,640075585004154,"RESULTS - MATCH DAY 1 🏆🏀🎧

Hoop Dreams và MCFASolver Tech dẫn đầu 2 bảng đấu (A & B) với thành tích toàn thắng!

#VBA #GENfest",[]
28,640023408342705,"HOOP DREAMS l Game 2: HOOP DREAMS 21 - 7 CT TIGERS

Ngày ra quân toàn thắng của Kentrell Barkley và các đồng đội, Hoop Dreams của chúng ta giành chiến thắng áp đảo bất ngờ trước CLB đến từ Thái Lan.

#VBA #GENfest","['King barkley', 'Hổ xịn ăn lẩu thái']"
29,639997775011935,"GOOD GAME l Game 2: GOOD GAME 14 - 17 RISING STARS

Sau thất bại đầu tiên, các chàng trai Good Game đã thi đấu toả sáng hơn bằng những cú dứt điểm cận rổ chính xác. Một chút may mắn nữa thôi, G.G có thể đã có một chiến thắng đầu.

#VBA #GENfest",[]
30,639956821682697,"HOOP DREAMS l Game 1: HOOP DREAMS 19 - 16 TNT TRIPLE GIGA

Kentrell Barkley cùng Tâm Đinh, Hassan Thomas và Tim Waale chính thức “đăng nhập” vào VPrime 3x3 với chiến thắng đầu tiên.

#VBA #GENfest",['Trái cuối💀']
31,639928768352169,"GOOD GAME l Game 1: GOOD GAME 6 - 21 MCFASOLVER TECH CENTRALE

Các chàng trai G.G đã có mở đầu khá tốt, nhưng đối thủ là những người thi đấu áp đảo hơn bởi kinh nghiệm của mình.

#VBA #GENfest",['cách nhau nhiều thía']
32,639913131687066,"Thời tiết tại The Global City đang rất nóng đấy nhé. Ballers đến theo dõi VPrime 3x3 và GENfest nhớ mang theo quạt tay nha 🔥❤️‍🔥

#VBA #genfest","['Chip Anh dtrai qua ô tố kề', 'Việt Mỹ đtrai vaiiiiiiiiiiiii\niiiiiiiiiiiii', 'Tran Chii đây nè bn anh việt mỹ xem trog h văn nè😀', 'Quynh Chi', 'Việt Mỹ:))', 'Dep trai nhat giai', 'vải ò việt mỹ đz tht😇😇', 'Tú Ninh anh Việt Mỹ trên tóp tóp neee', 'Vân Bông cái anh Việt Mĩ trên tiktok á troii', 'Ngọc Hân anh Việt Mỹ nekkkkk', 'Ngọc Linh việt míiiiii =))))', '@[1000214624500\n45:2048:Ái Khuee 🐰]trời mắt t:)))', 'Phương Mai đỡ sao dc', 'Dng Ngoc Minh gu t', 'Tố Nguyên ê ảnh thiệt đó 😍', 'Vu Gia Khoa', 'Tuệ Mỹ', 'Caleb bui thêm 5-10kg cơ bắp nữa thì rất chi là sáng 😜', 'Vũ Ngọc Linh i cư i cư 🐧', 'Bình An đi xem bóng rổ nữa k nhò', 'Nguyễn Trần Thục Đoan', 'Huynh Trang biet ck ai r đấy', 'cỡ đó đó trrr🤩', 'Việt Mỹ=))', 'ziệt mỹ', 'a Việt Mỹ dzai qa', 'Đẹp trai mà sức yếu', 'ai chịu nổi chời 😭🔥', 'Mơi 0 lúi thoát', 'trông cứ tây tây =)))']"
33,1513840689401041,"🔴 Livestream 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME

#onbongro #VBA #VPRIME3X3 #VTVcab","['Congrats anak Michael Macaballug galing nyo👏👏👏', 'Congrats MCFA team!👏👏👏']"
34,639877268357319,"VPrime 3x3 - DAY 1 🏆🏀🎵

Ballers đã sẵn sàng cho màn chào sân của các đội tại VPrime 3x3 chưa nào? Cuối tuần chắc chắn chúng ta sẽ cùng bóng rổ và sự kiện âm nhạc GENfest.

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Trần Quân yt On Bóng rổ - Fanpage: VBA & OnSports, App: On Plus với VTVCab On ạ', 'VBA Có livestream trên kênh sóng nào ko ạ?', 'Is there a livestream po?']"
35,639391268405919,"1 DAY LEFT
Ballers đã có vé chưa!?

#VBA #GENfest","['Chờ ad cb KQ mini game để đi ạ 🤣', 'Kq minigame ad ơi']"
36,638971818447864,"VPRIME 3x3 CUP l LỊCH THI ĐẤU - SCHEDULE 🏆🏀🎧

Lịch hẹn đã lên, các ballers của chúng ta đã lên vé hay chưa! Sẵn sàng ""cháy"" cùng thể thức 3x3 đầy hấp dẫn tại lễ hội âm nhạc đa giác quan GENfest nào!

Cùng đếm ngược 2 ngày chúng ta gặp lại nhau.

#VBA #GENfest",[]
37,639014191776960,"VPrime 3x3 Cup & GENfest 2 NGÀY ĐẾM NGƯỢC!!!

Ballers đã biết cách chọn vé để đi cùng ""crush"" đến lễ hội âm nhạc có sự kết hợp bóng rổ đang được ngóng chờ nhất những ngày qua chưa?!

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404']"
38,638468395164873,"VPrime 3x3 - FULL ROSTERS 🏆🏀🎧

Danh sách cầu thủ 8 đội bóng tranh tài tại 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME. Nhanh tay mua vé và ""cháy"" hết mình cùng sự kết hợp đầu tiên giữa bóng rổ và âm nhạc VBA x GENfest.

Cùng đếm ngược 3 ngày chúng ta gặp lại nhau nào. Let's go!!!!

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Marizami Mohamed clm ngay bữa về quê nữa nè coi tứk kh 🙂', 'Binh Nguyen']"
39,638529285158784,"🔥🏀 Cùng All-star Ball Out truy tìm những cầu thủ sẽ xuất hiện trong trận đấu sắp tới đây!

🔥 3 bạn có câu trả lời nhanh, chính xác và đầy đủ nhất sẽ nhận được ngay 1 SET QUÀ ĐỘC QUYỀN của All-star Ball Out.

CáchXem thêm thức tham gia: Like và share bài post dưới dạng công khai, comment câu trả lời phía dưới phần bình luận.

🤘 Hãy comment đáp án của bạn về những cái tên “thân quen” mà bạn nhìn thấy trong phần ô chữ này nhé! Biết đâu bạn sẽ trở thành 1 trong 3 người may mắn nhất nhận được set quà có 1-0-2 này thì sao :3

Ngày diễn ra trận đấu: 19/11/2023
Địa điểm: Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh

#VBA #allstarsballout #ctrlf #fabonguyen #fabo","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'Kentrell Barkley - Wavy - Huy Ball - Kriss Ngo - Strange H - Phí Ngọc Hưng - Justin Young - Fabo - DatKa - Trox - Jay Tran', 'wAvy, Phí Ngọc Hưng, Kriss Ngo, Strange H, Justin Young, Huy Ball, Jay Tran, Dat Ka =)))\n\nhuhu đau mắt thiệt chứ 😵\u200d💫', 'Mới sáng hơi đau mắt\nKENTRELL BARKLEY\nHUY BALL\nStrange H\nKriss Ngo\nFABO\nJustin Young\nPhí ngọc Hưng\nWAVY\nDAT K\nTROX\nJAY TRAN', 'justin young,kentrell barkley', 'Ai pass vé Premium không mọi người ơi web hết rồiii', 'Kentrell Barkley - Wavy - Phí Ngọc Hưng - Justin Young - Fabo - DatKa - Trox - Kriss Ngo, Strange H', 'Justin young\nKentrell Barkley\nNickqtran\nFabo Nguyen\nAndy Vu\nKhoa Tran\nAnh dân quân\nWavy\nStrange H\nYuno Bigboi\nTrox\nLil wyn\nGia Lân', 'Yuno Bigboy,Caleb Nguyễn, Fabo Nguyễn,Tony Hoàng,Andy Vũ, Strange H,Kentrell Barkley,Justin Young,Hồng Gia Lân, Huy Ball ,Richie D.ICY, Nick Q Trần, Kriss Ngo, Jay Tran,Lil Wuyn, Dat Ka', 'Yuno Bigboy,Caleb Nguyễn, Fabo Nguyễn,Tony Hoàng,Andy Vũ, Strange H,Kentrell Barkley,Justin Young,Hồng Gia Lân, Huy Ball ,Richie D.ICY, Nick Q Trần, Kriss Ngo, Jay Tran,Lil Wuyn, Dat Ka', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka 🤩🤩🤩🤩🤩', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka\nPhí Ngọc Hưng', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka 🤩🤩🤩🤩🤩', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka', 'Yuno Bigboy\nKoka Khoa\nCaleb Nguyễn\nFabo Nguyễn\nTony Hoàng\nAndy Vũ\nStrange H\nTrox\nwAvy\nKentrell Barkley\nJustin Young\nHồng Gia Lân\nHuy Ball\nRichie D.ICY\nNick Q Trần\nKriss Ngo\nJay Tran\nLil Wuyn\nDat Ka']"
40,638536935158019,"|𝐊𝐞̂́𝐭 𝐪𝐮𝐚̉| Cuộc thi Story of the year – Câu chuyện của năm

Sau hơn 1 tháng phát động, cuộc thi Story of the year đã khép lại. VBA chúc mừng bài thi của 3 tác giả Jordan2509, Bchau và Rocky đã nhận được nhiều yêu thích nhất từ NHM và đồng đoạt giải Story of the year – Câu chuyện của năm.

Trong năm đầu tổ chức, không chỉ các bài viết vào vòng 2, cuộc thi còn nhận được nhiều câu chuyện chân thành như cuộc trò chuyện vui giữa người bố 40 tuổi và cậu con 10 tuổi, bạn tình nguyện viên cùng CLB làm thiện nguyện tại làng trẻ SOS, sự quan tâm của fan với cầu thủ, cô bạn đại phẫu tim được truyền ""lửa"" từ fanclub CLB, niềm tự hào của cô giáo khi học trò hòa cùng đam mê rồi đạt thành tích khi đấu bóng rổ và nhiều câu chuyện ý nghĩa khác.

VBA rất vui khi cuộc thi đã giúp VBA, cầu thủ và các CLB có thể lắng nghe khán giả của mình tâm sự về những điều không dễ tỏ bày. Trân trọng khi giải đấu không chỉ trở thành một cách giải tỏa căng thẳng của người hâm mộ mới, là nơi kết nối giữa 2 thế hệ trong gia đình, trường học, mà còn gắn kết khán giả với địa phương mình và là nơi khởi đầu ước mơ cho thế hệ tiếp nối.

🔥Mong rằng VBA sẽ được lắng nghe nhiều tâm tư và tạo nhiều kỉ niệm tuyệt vời cùng NHM hơn ở mùa giải tiếp theo.

#VBA #VBA2023 #SOTY",['Bchau :)))']
41,638463055165407,"Mỗi đội một ""cực phẩm"" đây mà, ballers có đang ngóng danh sách dàn cầu thủ ""xịn sò"" tại 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME không nè?

Đặt vé ngay để đến hòa mình cùng giải đấu BÓNG RỔ kết hợp sự kiện ÂM NHẠC GENfest

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Lê Đặng Thuỳ Dương huhuuuuuu']"
42,638333838511662,"Nếu 4 cầu thủ này của chúng ta thi đấu cùng một đội bóng tại 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME diễn ra vào ngày 04/11 & 05/11 thì sao nhỉ?

MVP VBA 2023 - Kentrell Barkley 🤝 MVP VBA 2019 - Đinh Thanh Tâm

Đặt vé ngay để đến hòa mình cùng giải đấu BÓNG RỔ kết hợp sự kiện ÂM NHẠC GENfest.

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Chời ơi mê ê ê ê']"
43,637984465213266,"Fabo Nguyễn 𝐱 𝐕𝐁𝐀 chính thức mở bán vé sự kiện ALL -STAR BALL OUT - Sự kiện bóng rổ đặc biệt quy tụ 20 KOLs và các cầu thủ VBA chuyên nghiệp sẽ diễn ra vào ngày 19/11🏆🔥🏀

Trận đấu được tạo ra với mục đích thiện nguyện và Fabo sẽ quyên góp toàn bộ doanh thu của trận đấu.

✨All-Star Ball Out là trận đấu bóng rổ đầu tiên tại Việt Nam quy tụ dàn member ""siêu khủng"" là những KOLs/Creators/Rappers và cầu thủ VBA nổi tiếng nhận được nhiều sự yêu quý từ khán giả hâm mộ.

🎤Bên cạnh những trận đấu ""cháy khét lẹt"" thì BTC còn chuẩn bị những tiết mục trình diễn âm nhạc siêu hot sẽ được bật mí trong thời gian sắp tới.

🎁Mỗi hạng vé đều bao gồm những phần quà hấp dẫn mà chính tay Fabo chuẩn bị để tri ân khán giả đã dành tình yêu cho Fabo cũng như dành tình yêu cho sự kiện lần này.

🎫 3 hạng vé chính thức được mở bán trong ngày hôm nay chính là: PREMIUM, VIP, COURTSIDE. Hãy nhanh tay đặt gạch tham dự sự kiện để không bỏ lỡ khoảnh khắc có 1-0-2 này cùng với Fabo nhé 😉

Link mua vé: https://ticket.vba.vn/

Hãy cùng Fabo thử đoán xem sẽ có nhân vật nào xuất hiện tại All-Star Ball Out ở dưới phần bình luận các bạn nhé! 🤘

Hẹn gặp lại mọi người vào ngày 19/11 tại Nhà thi đấu Hồ Xuân Hương - 2 Hồ Xuân Hương, Phường 6, Quận 3, Thành phố Hồ Chí Minh ❤

See ya!! 🫶👋

#VBA #allstarsballout #ctrlf #fabonguyen #fabo","['Nhanh tay mua vé để chọn vị trí tốt nhất 👉 https://\nticket.vba.vn/', 'chiếu trên kênh nào vậy', 'Minh Tuan']"
44,637880188557027,"|𝗠𝗜𝗡𝗜𝗚𝗔𝗠𝗘| TRẢ LỜI ĐÚNG, NHẬN NGAY CẶP VÉ THAM GIA SỰ KIỆN GENfest 🎁🎁

🔥Sẵn sàng “QUẨY"" cực sung tại sự kiện GENfest và cổ vũ hết mình cho các đội bóng mà bạn yêu thích tại Giải đấu bóng rổ VPRIME 3x3 trong 2 ngày cuối tuần sắp tới‼‼

✨THAM GIA NGAY MINIGAME, VỚI 3 BƯỚC ĐƠN GIẢN:

🏀Bước 1: Like + Share bài viết ở chế độ công khai
🏀Bước 2: Bình luận đáp án + 1 con số may mắn bất kì (0-999) + Tag 3 người bạn cùng tham gia để tăng cơ hội trúng giải
🏀Bước 3: Truy cập link https://bit.ly/VPRIME3X32023, điền thông tin của bạn và bạn đi cùng để có cơ hội nhận vé.
-\-\-\-\-
✨25 BẠN MAY MẮN NHẤT SẼ NHẬN ĐƯỢC 1 CẶP VÉ VÀ ĐƯỢC THAM GIA TẤT CẢ CÁC HOẠT ĐỘNG TỪ SÁNG ĐẾN TỐI TRONG NGÀY 4/11/2023 HOẶC NGÀY 5/11/2023 TẠI SỰ KIỆN GENfest🎉

❌Lưu ý:
- Người chơi phải làm đủ các bước và thông tin điền vào link phải đảm bảo tính chính xác vì đây sẽ là căn cứ để Ban tổ chức gửi vé. VBA sẽ chọn ngẫu nhiên 25 số may mắn thắng giải từ quay số trên website https://random.com.vn/. Trường hợp trùng số, bạn có câu trả lời sớm nhất sẽ được chọn. Trường hợp không có số trùng, câu trả lời với con số gần đúng nhất sẽ được chọn.
- Mỗi vé chỉ được tham dự sự kiện vào ngày 4/11/2023 hoặc ngày 5/11/2023.
- Mỗi email sẽ chỉ nhận được 1 vé duy nhất. Trường hợp có trùng email thì sẽ chỉ nhận được 1 vé từ Ban tổ chức.
- Quyết định cao nhất thuộc về Ban tổ chức.
- Thời gian diễn ra Minigame từ ngày 31.10.2023, kết thúc 00h ngày 02.11.2023 .

📩VÉ SẼ ĐƯỢC GỬI TRỰC TIẾP VỀ EMAIL CỦA CÁC BẠN TRÚNG GIẢI TRƯỚC 17H00 NGÀY 03.11.2023
⏰Hẹn gặp lại tất cả các bạn tại sự kiện GENfest nhé‼️

#GENfest #WeFlexing #MMUSIC #DIFESTSAOCHOBEST #ShineOnDay #VBA #VUG","['Đáp án đúng: D🫶\nVBA xin chúc mừng các bạn đã có câu trả lời đúng và có con số may mắn đã nhận được giải từ VBA. Hẹn gặp các bạn tại sự kiện GENfest nhé🥰 Những bạn trúng giải đã được VBA phản hồi dưới comment nếu có bất cứ thắc mắc nào hãy liên lạc cho ad trước 7h đã giải đáp các thắc mắc nhé!', 'Nếu bạn nào chưa may mắn trúng thì có thể áp mã để mua vé tham dự sự kiến nhé 🥰 See ya 🫶\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'D 502 Diệp Hoàng Trúc Phương Lê Quỳnh Nga Phan Mỹ Nguyên', 'D - 387 Bùi Thị Ngọc Mai Trương Bùi Phương Thảo TB Bình Bình', 'D 176 Minh Hùng Trâm Ngọc Phan Xuân Hiếu', 'đáp án D + 222 + Phan Thị Thuỳ Ngân Trương Nguyễn Trúc Ngân Thanh Linh dô chơi kím vé đi show hoi', 'Mk điền form là ngày 4/11 nhưng khi nhận dc vé là ngầy 5/11 á ad', 'D 314 Phạm Thơm HDVăn Hùng CTLinh Thị', 'D 304 Cuong Bui Tuyền Hồ Tường Vy', 'D - 213 Ái My Ngô Ánh Tuyết Lê Nhân', 'D + 968 Vân AnhPhạm Thanh ThanhSterling Hoàng Ngân', 'D - 285 Phuong UyenTrần Hồng TiênNg Ngọc Ánh', '@ Đáp án D -365 To Gia Lê Hà Phương To Gia Swa', 'Đáp án D - 309 Võ Thị Nhật Minh Lư Minh Thư Phương Uyên', 'D 502 Nia Jjang Hậu Chi', 'D 495 Trần Thị Thùy Dung Nguyễn Huế Anh Thỉ Thỉ', 'D - 868 Ngo The Bao Phuc Tran Nguyễn Thanh Tâm', 'Ann Annie', 'D - 201 Hong Anh Tran Lương Mỹ Hoà Thanh Hieu', 'D - 377 Trung Nguyên Kha Phuong Thư Tô', 'D 504 Hồng Loan Tường Vy Phuong Anh', 'D 159 An An Linh Thùy Thùy Ly', 'D - 234 Phương LinhNguyen My TienNg Ngọc Ánh', 'D 218 Thanh Tâm Nguyễn Nguyễn Thư Huỳnh Như', 'Đáp án D - 269 Hen Văn Mỹ Quyên Phương Thanh', 'D 487 Van Anh Minh Sang Nguyen Ng Khanh Duy', 'D 117 Kim NgânĐình LộcNgân Milu', 'D 174 Phạm Thu Thảo Hoàng Thị Yến Nhi Võ Thị Thùy Linh', 'Đáp án D - 428 Trần Hậu Hn Nguyễn.V. Ninh Lê Sâm', 'Đáp án D + 896 Mai LoanHoàng Ngọc Bảo ThyTrịnh Nguyễn Hoàng Mỹ']"
45,637784688566577,"VPrime 3x3 Cup - TEAMS 🏀🎧🏆

Hòa chung nhiệt độ ""cực HOT"" của sự kiện âm nhạc GENfest , VBA gửi đến ballers danh sách 8 đội bóng trong khu vực tranh tài tại CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME. Danh sách cầu thủ sẽ là màn trở lại của một số gương mặt cực kì quen thuộc đấy nhé. Are you ready!?

#VBA #GENfest","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Có ai hóng mấy anh siu hot chơi bóng rổ như tui hôkkk 🫠💋', 'Let’s Go MCFASolver Tech Centrale!', 'MCFASolver Tech Centrale The Best💪🎉', 'Có live không ạ', 'Lets Go MCFASolver Tech Centrale\nProud mcfañian here🙏🙌', 'Lê Đặng Thuỳ Dương có đội con vợ']"
46,637377411940638,"Trên cùng một sân đấu tại GENfest, VPRIME 3x3 International Cup chưa phải là trận đấu duy nhất, chúng ta sẽ còn chứng kiến giải Dance Battle kỷ niệm 10 năm VUG - Vietnam University Games đồng hành cùng sinhXem thêm viên Việt Nam, chào đón các đội thi và dàn BGK hot nhất sẽ được tiết lộ sớm thuiii. 🙌

Tiếp sức và tăng sức nóng cho những trận đấu căng đét còn là những màn biểu diễn Cheerleading nét căng cực từ các đội RMIT Saigon Dance Club, Warriors Cheerleading Team và Blue Sharks Team THPT Mạc Đĩnh Chi Cheerleading. 🤸🤸‍♀️

Mua vé ngay để đừng bỏ lỡ giải đấu đặc biệt này của VBA, VUG và các CLB Cheerleading nhé! Hoạt động nằm trong chuỗi chương trình buổi sáng ☀️ SHINE ON DAY từ 9h đến 16h.

#GENfest #WeFlexing #MMUSIC #DIFESTSAOCHOBEST #ShineOnDay #VBA #VUG","['Thông tin liên quan tới bán vé\nNhập mã: VPRIME3X3 để được áp dụng ưu ái 30% cho 3 hạng vé: 𝗚𝗘𝗡𝗵𝗲𝗮𝗿, 𝗚𝗘𝗡𝘀𝗲𝗲, 𝗚𝗘𝗡𝗹𝗼𝘃𝗲 nhaa.\nLink mua vé: https://\nticketbox.vn/\nevent/\ngenfest-88404']"
47,635644442113935,"𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 𝐈𝐍𝐓𝐄𝐑𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋 𝐂𝐔𝐏 - CÚP GIAO HỮU BÓNG RỔ 3 ĐẤU 3 VPRIME 🏆🎧🏀

VPRIME 3x3 International Cup sẽ có 8 đội bóng nam tham dự từ 5 quốc gia bao gồm: Việt Nam - Philippines - Nhật Bản - Thái Lan - Malaysia.Xem thêm Màn cạnh tranh nảy lửa của các cầu thủ hứa hẹn sẽ tiếp thêm nhiệt cho sự kiện âm nhạc GENfest tại The Global City diễn ra vào ngày 04/11-05/11 sắp tới đây.

#VBA #GENfest",[]
48,635156755496037,"𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 𝐈𝐍𝐓𝐄𝐑𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋 𝐂𝐔𝐏 - CÚP GIAO HỮU QUỐC TẾ 3 ĐẤU 3 VPRIME 🏆🎧🏀

#VBA #GENfest","['Đừng quên đặt vé GENFEST và đến cổ vũ Vprime 3x3 International Cup tại Ticketbox: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Tuyệt vời']"
49,634974892180890,"Bật luôn công tắc ""THÔNG BÁO"" cho 𝐕𝐏𝐑𝐈𝐌𝐄 𝟑𝐱𝟑 𝐈𝐍𝐓𝐄𝐑𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋 𝐂𝐔𝐏 🏆🎧🏀

Mê cái cách GENfest chiều lòng ballers khi cùng VBA mang đến giải đấu VPRIME 3x3 International Cup với sự tham dự của các đội bóng quốc tếXem thêm trong lễ hội âm nhạc đa giác quan đáng mong chờ nhất tháng 11.

VBA cùng Genfest đã chuẩn bị rất nhiều điều bất ngờ dành cho các ballers đây!

Bật mí nho nhỏ là chúng ta sẽ có sự trở lại của ""K.B""","['Đừng quên đặt vé GENFEST và đến cổ vũ Vprime 3x3 International Cup tại Ticketbox: https://\nticketbox.vn/\nevent/\ngenfest-88404', 'Mê các anh VBA gửi đến cho GENfest ọ 🤤']"
50,633219799023066,"𝟗𝟎'𝐬

#VBA #VBA2023",['Tô Quang Trung bạn ei']
51,632834739061572,"Cùng điểm qua những chỉ số “KHỦNG” nhất trong một trận đấu mùa giải VBA 2023.

Kentrell Barkley (51 PTS) và Madarious Gibbs (16 AST) chắc chắn còn được nhắc đến rất nhiều khi đây là chỉ số cao nhất trong lịch sử giải đấu.

#VBA #VBA2023",[]
